CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
31.894.591/0001-11;RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;RIO CAPITAL FIDC;31894591000111;FECHADO;N;N;;;;;114289823.49;2967777.79;111317831.10;83823994.79;0.00;97826825.47;24506227.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;14002830.68;10285590000108;85.31;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;27454312.19;0.00;0.00;0.00;0.00;;27454312.19;0.00;39524.12;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4214.60;4214.60;0.00
31.933.790/0001-91;INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;INVISTA ATIVOS ALTERNATIVOS I  FIDC;31933790000191;FECHADO;N;N;;;;;93439409.39;2115.35;93416384.50;68722128.69;55391713.35;7915897.06;2744678.41;5414518.28;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;23200289000198;13.98;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;24619159.99;0.00;0.00;0.00;0.00;;24619159.99;0.00;75095.82;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20909.54;20909.54;0.00
31.962.973/0001-35;CREDIHOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;31962973000135;FECHADO;N;N;;;;;23645660.86;0.00;22840666.23;22701580.66;22864227.27;0.00;0.00;78814.29;0.00;0.00;0.00;0.00;0.00;0.00;;241460.90;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;60801.53;0.00;0.00;0.00;0.00;;60801.53;0.00;78284.04;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;804994.63;804994.63;0.00
32.024.768/0001-91;GFS EXCELÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;N;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Senior;32024768000191;FECHADO;N;N;;;;;172841364.16;735.08;172840629.08;127659614.21;124911134.92;0.00;0.00;3969824.67;0.00;0.00;0.00;0.00;0.00;0.00;;1221345.38;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;8316997.43;0.00;0.00;0.00;0.00;;8316997.43;0.00;0.00;0.00;0.00;0.00;36864017.44;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.068.046/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01;2024-11-30;S;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;32068046000139;ABERTO;N;N;3;DIAS ÚTEIS;2;DIAS ÚTEIS;29193886.83;3240.14;28979423.13;2501365.59;2636536.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;135170.87;9307577000115;25.57;;;;;;;;;;;;;;;;;22722826.19;22071701.60;0.00;0.00;665938.96;0.00;0.00;0.00;0.00;0.00;0.00;;14814.37;54447305000175;34.12;10351274000189;26.53;;;;;;;;;;;;;;;3644673.19;0.00;0.00;0.00;0.00;;3644673.19;0.00;4431.06;0.00;106127.10;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211223.56;211223.56;0.00
32.101.535/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA DMCARD;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FIDC FINANCEIROS DE RL DMCARD;32101535000145;FECHADO;N;N;;;;;151643928.45;1425.03;151574750.90;147031223.01;147031223.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2158545.32;0.00;0.00;0.00;0.00;;2158545.32;0.00;2384982.57;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;67752.52;0.00;67752.52
32.113.780/0001-72;PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS ABERTO;2024-11-30;S;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;32113780000172;ABERTO;N;N;2;DIAS ÚTEIS;1;DIAS ÚTEIS;285946883.82;1743.85;285929482.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;151406022.28;151406022.28;0.00;0.00;2170587.45;0.00;0.00;0.00;0.00;0.00;0.00;;2170587.45;88212113000100;39.01;92016757000191;10.23;;;;;;;;;;;;;;;83690853.93;0.00;0.00;0.00;0.00;;83690853.93;0.00;193748.26;0.00;251081.18;0.00;50387776.96;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15657.36;15657.36;0.00
32.113.853/0001-26;FUNTTEL DPR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;32113853000126;FECHADO;N;N;;;;;2933342.27;17993.42;2914032.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2077536.18;2077536.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;422413000407;74.24;;;;;;;;;;;;;;;;;836496.35;0.00;0.00;0.00;0.00;;836496.35;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1316.32;1316.32;0.00
32.113.885/0001-21;MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;N;00.329.598/0001-67;SEFER INVESTIMENTOS DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS LTDA.;MN I FIDC NP;32113885000121;FECHADO;N;S;;;;;417827739.17;28374.61;95751804.64;72699169.88;418744879.03;0.00;0.00;68890859.78;0.00;0.00;0.00;0.00;0.00;0.00;;414936568.93;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;23026270.26;21260333.01;0.00;0.00;0.00;;0.00;1765937.25;0.00;0.00;26364.50;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;322047559.92;322047559.92;0.00
32.155.992/0001-12;GOLDEN BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;S;00.329.598/0001-67;SEFER INVESTIMENTOS DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS LTDA.;GOLDEN BIRD FIDC NP;32155992000112;FECHADO;N;N;;;;;197083196.95;1056.72;197082140.23;80468678.15;80468678.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;29776612806;40.84;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;116613462.08;0.00;0.00;0.00;0.00;;116613462.08;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.156.003/0001-05;ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;32156003000105;FECHADO;N;N;;;;;36516581.23;181.40;36516301.63;36401090.41;6582949.94;0.00;0.00;29818140.47;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;103.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;115211.22;0.00;0.00;0.00;0.00;;115211.22;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98.20;98.20;0.00
32.156.017/0001-29;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP;2024-11-30;S;00.329.598/0001-67;SEFER INVESTIMENTOS DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS LTDA.;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NP;32156017000129;FECHADO;N;N;;;;;1087293813.66;427.63;1087293386.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;802613383.61;0.00;0.00;0.00;802613383.61;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;95.87;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;284680002.42;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.156.021/0001-97;MISTHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;00.329.598/0001-67;SEFER INVESTIMENTOS DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS LTDA.;MISTHOS FIDC NP;32156021000197;FECHADO;N;N;;;;;49241361.38;343.61;49128401.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;5657663.08;5657663.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;17.25;;;;;;;;;;;;;;;;;165365.84;0.00;0.00;0.00;0.00;;0.00;165365.84;0.00;0.00;0.00;0.00;43305372.43;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;112616.42;0.00;112616.42
32.156.038/0001-44;SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;SUN CAPITAL FIDC NP;32156038000144;FECHADO;N;N;;;;;157077051.59;0.00;153766000.70;1740154.98;1740154.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;139951476.32;134763509.10;5236141.03;1168123.24;0.00;0.00;235103.45;0.00;0.00;0.00;0.00;;48173.81;11240586000188;87.06;;;;;;;;;;;;;;;;;12074369.40;0.00;0.00;0.00;0.00;;12074369.40;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3311050.89;3311050.89;0.00
32.156.052/0001-48;RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;33.886.862/0001-12;MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;32156052000148;FECHADO;N;N;;;;;64211251.84;2983.21;63216648.56;61200134.68;61200134.68;0.00;0.00;0.00;0.00;192600.09;0.00;0.00;0.00;0.00;;0.00;91362590004811;27.65;91362590000409;23.25;;;;;;;;;;;;;;;233495.38;233495.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;1767208.85;0.00;0.00;0.00;0.00;;1767208.85;0.00;15809.65;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;991620.07;991620.07;0.00
32.156.057/0001-70;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;S;00.329.598/0001-67;SEFER INVESTIMENTOS DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS LTDA.;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;32156057000170;FECHADO;N;N;;;;;19331757.60;1198.71;19328149.18;173610.10;173610.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;18263435.77;10414892.79;7868272.63;431881.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;19729.65;10472968000506;45.09;10472968001227;19.44;08655686000160;15.35;10472968000921;13.62;;;;;;;;;;;891103.31;0.00;0.00;0.00;0.00;;891103.31;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2409.71;0.00;2409.71
32.159.534/0001-51;ITAU PRECISION ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;62.418.140/0001-31;INTRAG DTVM LTDA.;0;32159534000151;ABERTO;N;N;1;DIAS CORRIDOS;0;DIAS CORRIDOS;1350112435.51;225512.17;1349875696.96;1295944422.47;1301310859.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5366436.70;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;19333641.07;0.00;0.00;19333641.07;0.00;;0.00;0.00;4714332.13;0.00;0.00;0.00;29883301.29;;0.00;0.00;0.00;0.00;7026.66;0.00;0.00;7026.66;0.00;0.00;0.00;4199.72;4199.72;0.00
32.162.586/0001-87;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;32162586000187;FECHADO;N;N;;;;;5080419.17;13360.90;4903121.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;4781492.52;3800371.30;3596575.94;1824370.32;3421131.14;0.00;57203.47;0.00;0.00;0.00;0.00;;6036585.86;19090436000147;25.96;00738833000154;17.79;18044251000133;17.00;22014196000106;14.76;33240233000110;12.71;23953420000198;12.56;04933489000105;11.77;23268817000140;11.31;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;27666.88;0.00;93962.45;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;163936.42;163936.42;0.00
32.202.903/0001-41;MATRIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;MATRIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;32202903000141;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;106336840.41;647055.87;104394331.01;2333416.45;2160908.87;163413.05;55226.06;1099275.46;0.00;18492.84;0.00;0.00;0.00;0.00;;1090180.93;99999999999999;0.00;;;;;;;;;;;;;;;;;97124684.88;76207091.16;18829060.77;5733734.55;5293045.70;0.00;1330091.53;0.00;0.00;0.00;0.00;;3204512.75;99999999999999;0.00;;;;;;;;;;;;;;;;;186101.38;0.00;0.00;0.00;0.00;;186101.38;0.00;486883.11;0.00;4263245.19;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1295453.53;1295453.53;0.00
32.240.412/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ESPORTES;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;ESPORTES FIDCNP;32240412000195;FECHADO;N;N;;;;;1094932.95;0.00;1093596.93;1022975.71;1022975.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;10805469000151;96.42;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;70621.22;0.00;0.00;0.00;0.00;;70621.22;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1336.02;1336.01;0.01
32.273.345/0001-05;PSS ABSOLUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;PSS ABSOLUTO FIDC NAO PADRONIZADO;32273345000105;FECHADO;N;N;;;;;21176778.57;337.73;21173415.82;20966791.97;10689525.00;10277266.97;3932614.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;23746070899;61.84;17487964000109;19.09;;;;;;;;;;;;;;;151388.96;151388.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;55234.89;0.00;0.00;0.00;0.00;;55234.89;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3025.02;3025.02;0.00
32.274.238/0001-00;SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;36.864.992/0001-42;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;32274238000100;FECHADO;N;S;;;;;20215443.66;6.41;20214653.33;17057200.95;17057200.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1610088.23;0.00;0.00;0.00;0.00;;1610088.23;0.00;1547364.15;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;783.92;783.92;0.00
32.274.315/0001-13;JAZZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;32274315000113;FECHADO;N;N;;;;;523752138.94;0.00;523735273.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;228759.50;0.00;0.00;0.00;0.00;;228759.50;0.00;0.00;0.00;0.00;0.00;523506513.90;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16865.54;16865.54;0.00
32.274.338/0001-28;JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;32274338000128;FECHADO;S;S;;;;;419596209.20;0.00;403358663.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;401939926.04;401939926.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1418737.11;0.00;0.00;0.00;0.00;;1418737.11;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16237546.05;16237546.05;0.00
32.274.365/0001-09;FCC I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;36.864.992/0001-42;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;32274365000109;FECHADO;N;N;;;;;40768809.34;8640.42;40753131.42;37784162.48;37784162.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2250408.05;0.00;0.00;0.00;0.00;;2250408.05;0.00;718560.89;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7037.50;7037.50;0.00
32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;36.864.992/0001-42;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;32274415000140;FECHADO;N;S;;;;;230896456.30;397.97;230892257.59;197213631.64;197213631.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;33428117.02;0.00;0.00;0.00;0.00;;33428117.02;0.00;250508.93;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3800.74;3800.74;0.00
